#<---ÐÐ¡¢ÁÐ¡¢Í¼Æ¬Â·¾¶¡¢Í¼¿é¿í¡¢Í¼¿é¸ß---->
14,25,image/map/0_64.png,32,32
#<---Åö×²²ã--->
19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
25,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,27,
25,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,27,
25,0,8,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,8,0,8,0,8,0,27,
25,0,0,0,8,0,8,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,27,
25,0,8,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,8,0,8,0,8,0,27,
25,0,0,0,8,0,8,0,8,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,27,
25,0,8,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,8,0,8,0,27,
25,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,8,0,8,0,8,0,0,0,27,
25,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,27,
25,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,27,
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33
